True Wavelength,Predicted Wavelength,Noise Level,Absolute Error,Relative Error (%),Trial
750.0,666.1921424983075,0.02,83.80785750169252,11.174381000225669,0
750.0,597.161455661846,0.02,152.83854433815395,20.378472578420524,1
750.0,744.5679148877974,0.02,5.4320851122025715,0.7242780149603428,2
750.0,719.5295735436588,0.02,30.470426456341215,4.062723527512162,3
750.0,750.0250165469921,0.02,0.02501654699210576,0.003335539598947435,4
750.0,470.27226185612324,0.02,279.72773814387676,37.2970317525169,5
750.0,751.060805081923,0.02,1.0608050819230357,0.14144067758973808,6
750.0,732.8461902362118,0.02,17.153809763788217,2.287174635171762,7
750.0,741.0837033629737,0.02,8.916296637026335,1.1888395516035113,8
750.0,709.0423443162106,0.02,40.957655683789426,5.4610207578385905,9
750.0,652.2063753032605,0.02,97.79362469673947,13.039149959565263,10
750.0,728.4918904758292,0.02,21.508109524170777,2.8677479365561034,11
750.0,694.8910521085911,0.02,55.10894789140889,7.347859718854519,12
750.0,635.5678758184218,0.02,114.43212418157816,15.257616557543754,13
750.0,711.864655513815,0.02,38.13534448618498,5.084712598157997,14
750.0,728.9881325609637,0.02,21.011867439036337,2.801582325204845,15
750.0,724.8654727246712,0.02,25.134527275328765,3.3512703033771682,16
750.0,724.7597189304715,0.02,25.240281069528464,3.3653708092704617,17
750.0,733.6611922308142,0.02,16.33880776918579,2.1785077025581057,18
750.0,734.0834603100518,0.02,15.916539689948195,2.1222052919930925,19
750.0,731.5390076814838,0.05,18.46099231851622,2.461465642468829,0
750.0,316.08573634961056,0.05,433.91426365038944,57.85523515338525,1
750.0,517.5448782908389,0.05,232.45512170916106,30.994016227888142,2
750.0,792.0771798969938,0.05,42.07717989699381,5.610290652932508,3
750.0,737.4524376793696,0.05,12.54756232063039,1.6730083094173855,4
750.0,750.1347229046185,0.05,0.1347229046184566,0.017963053949127544,5
750.0,722.4954918906003,0.05,27.504508109399694,3.667267747919959,6
750.0,751.4966554330431,0.05,1.4966554330430881,0.19955405773907842,7
750.0,701.2662258576661,0.05,48.733774142333914,6.497836552311188,8
750.0,691.445162696729,0.05,58.55483730327103,7.807311640436137,9
750.0,720.7516615716232,0.05,29.24833842837677,3.899778457116902,10
750.0,697.1569482284358,0.05,52.843051771564205,7.0457402362085615,11
750.0,624.3628592619995,0.05,125.63714073800054,16.751618765066738,12
750.0,685.1851256512126,0.05,64.81487434878738,8.641983246504985,13
750.0,702.9058567998097,0.05,47.094143200190274,6.279219093358704,14
750.0,637.395758112538,0.05,112.60424188746197,15.01389891832826,15
750.0,671.8368998309996,0.05,78.16310016900036,10.421746689200049,16
750.0,637.0444136549576,0.05,112.95558634504243,15.060744846005658,17
750.0,705.7580895385311,0.05,44.24191046146893,5.8989213948625245,18
750.0,741.7158409148441,0.05,8.28415908515592,1.104554544687456,19
750.0,688.8350212341559,0.1,61.164978765844126,8.15533050211255,0
750.0,676.1989287170345,0.1,73.8010712829655,9.840142837728733,1
750.0,811.5457051813584,0.1,61.54570518135836,8.206094024181114,2
750.0,659.4950525757235,0.1,90.50494742427645,12.067326323236859,3
750.0,251.5130926481883,0.1,498.48690735181174,66.46492098024156,4
750.0,588.76395218742,0.1,161.23604781257995,21.498139708343995,5
750.0,334.0589627189407,0.1,415.9410372810593,55.458804970807904,6
750.0,756.450350912462,0.1,6.4503509124619995,0.8600467883282666,7
750.0,503.3164052970112,0.1,246.68359470298878,32.891145960398504,8
750.0,129.20873935969985,0.1,620.7912606403002,82.77216808537335,9
750.0,732.098751510703,0.1,17.901248489297018,2.386833131906269,10
750.0,193.9696199665183,0.1,556.0303800334817,74.13738400446422,11
750.0,586.7208584611004,0.1,163.27914153889958,21.77055220518661,12
750.0,310.4742330743264,0.1,439.5257669256736,58.603435590089816,13
750.0,648.2542534916122,0.1,101.74574650838781,13.566099534451709,14
750.0,511.43618882525226,0.1,238.56381117474774,31.80850815663303,15
750.0,653.3584218217875,0.1,96.64157817821251,12.885543757095002,16
750.0,789.0666629867277,0.1,39.06666298672769,5.208888398230359,17
750.0,390.2761440009925,0.1,359.7238559990075,47.96318079986767,18
750.0,670.2849696417826,0.1,79.7150303582174,10.628670714428988,19
750.0,74.4151076559626,0.2,675.5848923440374,90.07798564587165,0
750.0,-139.11124125150207,0.2,889.1112412515021,118.54816550020027,1
750.0,1010.944856065067,0.2,260.94485606506703,34.79264747534227,2
750.0,827.5643838622627,0.2,77.56438386226273,10.341917848301698,3
750.0,1681.227450244097,0.2,931.2274502440971,124.16366003254629,4
750.0,839.0387716537876,0.2,89.03877165378765,11.871836220505019,5
750.0,638.1035528421168,0.2,111.89644715788324,14.919526287717765,6
750.0,-143.54236072131437,0.2,893.5423607213144,119.13898142950859,7
750.0,699.4583342893138,0.2,50.541665710686175,6.738888761424823,8
750.0,954.4577083414413,0.2,204.45770834144128,27.26102777885884,9
750.0,568.3165582142591,0.2,181.6834417857409,24.224458904765456,10
750.0,94.08415331751266,0.2,655.9158466824873,87.45544622433165,11
750.0,1180.775071614012,0.2,430.77507161401195,57.4366762152016,12
750.0,26.54132046906663,0.2,723.4586795309334,96.46115727079112,13
750.0,690.6877184441953,0.2,59.3122815558047,7.908304207440627,14
750.0,18.492295560668225,0.2,731.5077044393317,97.5343605919109,15
750.0,2387.8338881364266,0.2,1637.8338881364266,218.37785175152354,16
750.0,-185.75934294886844,0.2,935.7593429488684,124.76791239318246,17
750.0,-118.20300227653723,0.2,868.2030022765373,115.76040030353832,18
750.0,622.1803630569048,0.2,127.81963694309525,17.04261825907937,19
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,0
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,1
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,2
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,3
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,4
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,5
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,6
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,7
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,8
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,9
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,10
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,11
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,12
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,13
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,14
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,15
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,16
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,17
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,18
1000.0,983.0598122920928,0.0,16.94018770790717,1.6940187707907168,19
1000.0,929.3830901289145,0.01,70.61690987108545,7.061690987108546,0
1000.0,978.5932092801276,0.01,21.406790719872447,2.140679071987245,1
1000.0,968.2836199500762,0.01,31.716380049923828,3.1716380049923822,2
1000.0,964.8874697927964,0.01,35.11253020720358,3.511253020720358,3
1000.0,929.2767437778067,0.01,70.7232562221933,7.0723256222193305,4
1000.0,988.1716211744816,0.01,11.82837882551837,1.182837882551837,5
1000.0,1005.2784434664266,0.01,5.278443466426552,0.5278443466426552,6
1000.0,966.8906930127774,0.01,33.10930698722257,3.3109306987222564,7
1000.0,960.4312585466357,0.01,39.56874145336428,3.9568741453364282,8
1000.0,922.6104913964257,0.01,77.38950860357431,7.7389508603574315,9
1000.0,891.7636991947021,0.01,108.2363008052979,10.82363008052979,10
1000.0,964.107558655037,0.01,35.892441344963004,3.5892441344963006,11
1000.0,957.188699948726,0.01,42.811300051273975,4.281130005127397,12
1000.0,949.8427332148023,0.01,50.15726678519775,5.0157266785197745,13
1000.0,968.3237654053592,0.01,31.676234594640846,3.167623459464085,14
1000.0,952.3227039248945,0.01,47.67729607510546,4.767729607510546,15
1000.0,920.2956928854721,0.01,79.70430711452786,7.970430711452786,16
1000.0,953.4033564961072,0.01,46.59664350389278,4.659664350389278,17
1000.0,966.1856159227794,0.01,33.81438407722055,3.3814384077220554,18
1000.0,927.9201040813009,0.01,72.0798959186991,7.207989591869909,19
1000.0,885.0142917336411,0.02,114.98570826635887,11.498570826635888,0
1000.0,993.5382079859705,0.02,6.46179201402947,0.646179201402947,1
